,neutral,peak,label,lm_neutral,lm_peak
91,../CK+/cohn-kanade-images/S089/003/S089_003_00000001.png,../CK+/cohn-kanade-images/S089/003/S089_003_00000036.png,1,../CK+/Landmarks/S089/003/S089_003_00000001_landmarks.txt,../CK+/Landmarks/S089/003/S089_003_00000036_landmarks.txt
92,../CK+/cohn-kanade-images/S089/001/S089_001_00000001.png,../CK+/cohn-kanade-images/S089/001/S089_001_00000016.png,7,../CK+/Landmarks/S089/001/S089_001_00000001_landmarks.txt,../CK+/Landmarks/S089/001/S089_001_00000016_landmarks.txt
93,../CK+/cohn-kanade-images/S101/002/S101_002_00000001.png,../CK+/cohn-kanade-images/S101/002/S101_002_00000019.png,7,../CK+/Landmarks/S101/002/S101_002_00000001_landmarks.txt,../CK+/Landmarks/S101/002/S101_002_00000019_landmarks.txt
94,../CK+/cohn-kanade-images/S116/006/S116_006_00000001.png,../CK+/cohn-kanade-images/S116/006/S116_006_00000007.png,3,../CK+/Landmarks/S116/006/S116_006_00000001_landmarks.txt,../CK+/Landmarks/S116/006/S116_006_00000007_landmarks.txt
95,../CK+/cohn-kanade-images/S116/007/S116_007_00000001.png,../CK+/cohn-kanade-images/S116/007/S116_007_00000017.png,5,../CK+/Landmarks/S116/007/S116_007_00000001_landmarks.txt,../CK+/Landmarks/S116/007/S116_007_00000017_landmarks.txt
96,../CK+/cohn-kanade-images/S116/001/S116_001_00000001.png,../CK+/cohn-kanade-images/S116/001/S116_001_00000014.png,7,../CK+/Landmarks/S116/001/S116_001_00000001_landmarks.txt,../CK+/Landmarks/S116/001/S116_001_00000014_landmarks.txt
97,../CK+/cohn-kanade-images/S037/003/S037_003_00000001.png,../CK+/cohn-kanade-images/S037/003/S037_003_00000022.png,1,../CK+/Landmarks/S037/003/S037_003_00000001_landmarks.txt,../CK+/Landmarks/S037/003/S037_003_00000022_landmarks.txt
98,../CK+/cohn-kanade-images/S037/006/S037_006_00000001.png,../CK+/cohn-kanade-images/S037/006/S037_006_00000021.png,5,../CK+/Landmarks/S037/006/S037_006_00000001_landmarks.txt,../CK+/Landmarks/S037/006/S037_006_00000021_landmarks.txt
99,../CK+/cohn-kanade-images/S037/001/S037_001_00000001.png,../CK+/cohn-kanade-images/S037/001/S037_001_00000020.png,7,../CK+/Landmarks/S037/001/S037_001_00000001_landmarks.txt,../CK+/Landmarks/S037/001/S037_001_00000020_landmarks.txt
100,../CK+/cohn-kanade-images/S114/006/S114_006_00000001.png,../CK+/cohn-kanade-images/S114/006/S114_006_00000023.png,5,../CK+/Landmarks/S114/006/S114_006_00000001_landmarks.txt,../CK+/Landmarks/S114/006/S114_006_00000023_landmarks.txt
101,../CK+/cohn-kanade-images/S114/001/S114_001_00000001.png,../CK+/cohn-kanade-images/S114/001/S114_001_00000018.png,7,../CK+/Landmarks/S114/001/S114_001_00000001_landmarks.txt,../CK+/Landmarks/S114/001/S114_001_00000018_landmarks.txt
102,../CK+/cohn-kanade-images/S062/004/S062_004_00000001.png,../CK+/cohn-kanade-images/S062/004/S062_004_00000024.png,5,../CK+/Landmarks/S062/004/S062_004_00000001_landmarks.txt,../CK+/Landmarks/S062/004/S062_004_00000024_landmarks.txt
103,../CK+/cohn-kanade-images/S062/002/S062_002_00000001.png,../CK+/cohn-kanade-images/S062/002/S062_002_00000016.png,7,../CK+/Landmarks/S062/002/S062_002_00000001_landmarks.txt,../CK+/Landmarks/S062/002/S062_002_00000016_landmarks.txt
104,../CK+/cohn-kanade-images/S062/005/S062_005_00000001.png,../CK+/cohn-kanade-images/S062/005/S062_005_00000029.png,3,../CK+/Landmarks/S062/005/S062_005_00000001_landmarks.txt,../CK+/Landmarks/S062/005/S062_005_00000029_landmarks.txt
